review,sentiment
"''The 40 Year Old Virgin'''made me laugh a lot. I don't care if it is considered to be a very sexual comedy, I just enjoyed many of the jokes and scenes present in this movie. Steve Carell is perfect as the virgin nerd Andy Stitzer and I think the scene where Andy has his chest hair removed by wax one of the coolest, specially because it is real. Many of the actors and actresses present in this movie are well known or already famous,by the way.<br /><br />Andy Stitzer has a peaceful life. He is a little bit strange and collects lots of toys, but seems harmless. One day, while playing poker with his friends of his work, they discover that Andy is in fact...virgin! And he is already 40 years old! After this surprising revelation, all his friends are trying to make Andy sleep with a woman...the problem is the confusions in which Andy gets in,specially now that he is really starting to like Trish, a woman he met when she was buying a DVD player in the store he works at.",positive
"There is a reason to call this a teen flick. Out of 100 possible points I would put it somewhere in the teens. It is predictable, the acting is horrible, especially the minor roles, and above all else it is super predictable. The ending is so hokey that I should have left early and maybe it would have passed. By the way, could you call the male lead a pervert? I bet if it really happened, someone in my school district would have said so. Finally, in the school I grew up in, even though the average class had over 1000 students, we could have picked out a chump like Josie as being a fraud and we would have singled her out of the crowd. My final word is save your time, when it comes on TV watch something better, like the stock quotes.",negative
"This is the only movie that my wife and I have ever walked out on. Totally sucked. We saw it in Omaha even. Not funny at all, looks like a 14 year old kid wrote the humor. I can't believe these real politicians were actually in the movie. awful.",negative
"Great acting, great movie. If you are thinking of building see this movie first. The dollar amounts may have changed but everything else is the same. The humor is true to life and emotions are those that anyone who has built has felt.",positive
"Let me say this about Edward D. Wood Jr. He had a passion for his work that I wish more people did have. If we all had the optimism and the commanding hope of Ed Wood, the world would probably be a much better place. Being familiar with Ed Wood's story and having seen the most wonderful biopic ""Ed Wood"" (1994) several times, I admire his boldness and his strives for the job he loved; I still admire his never-say-die attitude. He had a love for directing that I wish more people in modern-day Hollywood had.<br /><br />But that doesn't make his movies any more fun to watch. And ""Glen or Glenda,"" his first and most confessional film, is probably his very worst.<br /><br />""Glen or Glenda"" is a deadening cult movie about a cross-dresser named Glen (played by director/writer Ed Wood himself) who despite his love for his fiancée Barbara (Dolores Fuller), cannot seem to conquer his lust for transvestitism, in which he dresses in women's clothing and a wig and thus becomes...Glenda! Glen/Glenda's story is narrated by a doctor and he too is talked and watched over by a mysterious character called ""The Scientist"" played by veteran horror star Bela Lugosi. Oh, and there's also some sub-story about an Alan/Anne character who becomes a transsexual based on the Christine Jorgenson story, upon whom this movie originally titled ""I Changed My Sex!"" was previously to be based.<br /><br />Have I dropped your jaw yet? Well, as much as I want to warn you off this picture if you've never seen it, I would never tell a lie about a movie and there is not one word of falsehood in that plot synopsis I just gave you. Every thing in it is true. This is a movie about cross-dressers and transsexuals, a topic that does not sound very appealing to begin with and is not done in a very appealing manner. I'm sure that with a good screenplay, and a good director (it had neither) that ""Glen or Glenda,"" despite the subject matter, could have been a very moving picture. It is a confessional movie on Wood's part, as he was a transvestite in real life as well as on screen. But once again, that does not make it a good movie...or a watchable one for that matter. ""Glen or Glenda"" is a jumbled, disorganized mess of a movie that sinks into new trenches in the realm of bad cinema. It makes no more sense than does its notoriously silly scene where Bela Lugosi screams ""Pull the string!"" over inexplicable footage of stampeding bison. The majority of the movie is narrated in a monotonous voice, reminding me of some very bad short informative films I've seen before. It's like one of those really bad short films expanded into a seventy-minute feature and twice as dull. We sit there for ages waiting for the plot that never comes. There is no real attempt to even build energy with the camera being locked down in one position for many grueling minutes and long stretches of time where nothing at all happens. The only moments that are worth anybody's time are those of Bela Lugosi who manages to bring some light into these dark trenches. I guess Lugosi is supposed to be like the deity of the film, but personally, I couldn't care less who or what he's supposed to be. I'll tell you what he was: A gifted actor who wound up making trash. But he and Wood were very good friends and liked working with each other, so good for him.<br /><br />I will always admire Edward D. Wood Jr. for his passion for the cinema, but I will never as long as I live admire his movies. A film critic once called Ed Wood's movies ""innocent fun"" but I think even that is questionable. Innocent? Yes. Fun? No, sir. And if ""Citizen Kane"" is the Mount Everest of the cinematic world, then ""Glen or Glenda"" is probably the Mariana Trench.",negative
"""Deliverance"" is one of the best exploitation films to come out of that wonderful 1970's decade from whence so many other exploitation films came.<br /><br />A group of friends sets out on a canoe trip down a river in the south and they become victimized by a bunch of toothless hillbillies who pretty much try to ruin their lives. It's awesome.<br /><br />We are treated to anal rape, vicious beatings, bow and arrow killings, shootings, broken bones, etc... A lot like 1974's ""Texas Chainsaw Massacre,"" to say that ""Deliverance"" is believable would be immature. This would never and could never happen, even in the dark ages of 1972.<br /><br />""Deliverance"" is a very entertaining ride and packed full of action. It is one in a huge pile of exploitation films to come from the early 70's and it (arguably) sits on top of that pile with it's great acting, superb cinematography and excellent writing.<br /><br />8 out of 10, kids.",positive
"I first saw this movie as a younger child. My sister had told me about it and I thought it would be more of a kid's movie. However it remains to also be an incredible movie. True that the subject behind the movie is ruff but also true this movie will never stop touching your heart.<br /><br />I was only 6 when I first saw it and just yesterday, 7 years later, I saw it again. For the first time in a long time. Even after I knew how it ended, I knew that I had seen it a billion, bizillion times I wept like a teeny weeny little baby. When I saw it a few years back I finally got the idea and the seriousness of the film. So I stoped watching it for a while. But yesterday I didn't change the channel, I watched it. By the end I was astonished at how much it still made me laugh, cry, think, and above all, believe in mericals again. I haven't belived in a long time and this movie got me out of my shell and opened up my heart. This movie wasn't just impacting. I was also so impressed with the actors. Especially Bobby. So if you are wanting to see this movie for the first time I suggest seeing it alone. With tissues. And being ready to discover your young, sweet, innocent side and the side that still has hope. This movie touched my soul when I was only 6, and even in this time of trying to figure out who I am this movie helped me realize both what I don't and still do want to be in life.",positive
"this is film is probably one of the best i've seen so far. i would put it only second to All About Lily Chou-chou because it kind of gives me the same vibes....'9 souls' is about 9 prisoners who have just escaped prison to go and find some counterfeit money stored in a time capsule at Mount Fuji Primary School. they later find out that there wasn't much there and set off on their own ways. the first half of the movie is just a time for the characters to be introduced and for the main points to be stated. it is a comedic yet serious part of the journey. the second half, moved me to tears. as the movie progresses, each character goes and tries to fulfill their dreams, but unfortunately ending somewhat badly. in the end only 2 of the 9 escapees are left. the way that each character left the scene was very sad and you will probably feel tears in your eyes. a beautiful film directed fantastically. this is a movie for people who have enjoyed Toshiaki Toyoda's other films such as 'Blue Spring'.",positive
"Now we know where they got the idea of Snakes on a Plane. To put it bluntly, do not pay to see this movie. If you really want to waste 90 minutes of your life, then either catch it on cable, or get it as a free pick from NetFlix or Blockbuster. Do not pay to rent this. If you do pay to rent this, then you are one stupid individual. The acting was awful, the plot was awful, everything was awful except for the snakes. Whether they were real or CGI generated, they did look pretty good. But that being said, still this movie has to be one of the worst movies I have ever seen. Even the nude dancing scene was pretty bad that I actually fast forwarded through that. Don't sat I did not warn you.",negative
I've heard a lot of different opinions about this film and then to find out that Paris Hilton was in it as well didn't give Me the best impression of the film .... then to be dragged to the cinema by a group of my friends and sit there expecting a pile of pants i was shocked to find that i was scared stiff all the way through the film ... it was predictable yes but the build up of the deaths and the whole atmosphere of the film made it REALLY scary for me ... i was watching through my fingers the whole way through. So i say go watch it and decide for yourself and if the fact that its a scary film doesn't convince you to go watch it then it also has Chad Michael Murray in it which can't be bad to watch for a couple of hours eh?,positive
"As Americans, we have come to expect crapiness as ""par for the course"" when it comes to HORROR and unknown directors directing unknown actors acting for unknown writers. We truly expect this to suck & when they don't suck,it becomes an over night success.<br /><br />This is NOT an over night success, nor is it an over the weekend or over the month success. This blows from start to finish and my only recommendation is this: GO INTO THIS KNOWING IT SUCKS, enjoy it for what it is, for what it isn't & if you have something better to do, keep this on the back WAY BACK burner. It's entertaining in the way watching the elderly cross a busy street during rush hour, but don't expect much-they almost never get hit by an actual car, its just a lot of hoopla.",negative
"Though derivative, ""Labyrinth"" still stands as the highlight of the mid-half of the six-year-old show. Finally a story allows Welling to show how he has grown as an actor. It's not easy playing a character that is the embodiment of ""truth, justice, and the American way"" on a weekly basis with very little variation. His performance, permitting him to show how one might react if he/she discovers that all that he knew may be a lie, was quite believable.<br /><br />Welling rose to the occasion marvelously.<br /><br />As always, Michael Rosenbaum, as the ""handicapped"" Lex, delivered, as did Kristen Kreuk as a too-sweet-to-be-believed Lana. Allison Mack, the ever-present Chloe, also scored as a slightly ""off-her-rocker"" version.<br /><br />The use of an annoying hum in the background added to the tone of the installment and made for an engaging drama.",positive
"I rented this film on Netflix after it won all the Oscars, to see if it was really that good.<br /><br />The Hurt Locker is a very realistic portrayal (for the most part) of a group of soldier's rotation in Iraq. The film centers around Will James, a reckless soldier who gets his adrenaline fix from taking risks, and defusing bombs.<br /><br />Where this film seems to lack in my opinion is the Plot and Direction of the movie. This film has no clear plot unlike other films such as Black Hawk Down. What this film tries to do is focus more on the characters, and their different attitudes about the war. Bigelow does an okay job of focusing on the characters, but there are many points in the film where the dialogue seems to drag. Hurt Locker is 131 minutes long, yet it feels like a 3 hour movie.<br /><br />One scene in the movie that was particularly awful, and ruined the films perfect credibility, was the sniping scene halfway through the movie. It was both unrealistic, and very long.<br /><br />Overall, I thought this film was OKAY, but the reason I gave it a 6 instead of a 7, was because it was a major letdown for winning Best Picture at the Oscars. I felt like this film could have been so much better considering Saving Private Ryan lost Best Picture, but was much better than this film. Another notable mention is Black Hawk Down which only won 2 Oscars. I honestly do not know how this won best picture.<br /><br />If you are looking for an action packed war flick, rent Black Hawk Down. This film will be forgotten in a year or two.",negative
"***Might not consider this having a spoiler, but I'd rather be cautious than careless*** I never saw this movie when I was little. I fell in love with it the first time I saw it with my three year old daughter. I can watch it over and over again.<br /><br />For the little acting Ilene Woods did in her lifetime, she was a wonderful voice for Cinderella; very appealing; very believable. The music really fit the movie perfectly. The acting was great; loved the mice!! You really ""hated"" Lady Tremain and the step-sisters; they were just awful. The cartoonists depicted the spoiled behavior very well.<br /><br />This is a wonderful movie, especially if you are into love stories. My daughter has seen the movie about 25 times and still gets excited at the end.",positive
"A ridiculous comedy given an arms-flailing direction. I love one of the comments here: ""Couldn't be made today"". Well, neither could ""The Philadelphia Story"" without a car chase or two. Nonetheless, does that mean the picture is worse for the wear for being old-fashioned? I don't think ""Susan Slept Here"" was good for any generation and it should fester peacefully in the memories of Debbie Reynolds-buffs. There is no sparkle in this story of a screenwriter who latches onto a much-younger girl for 'script research'. Dick Powell makes his farewell screen appearance in what must have been an embarrassment to him. Reynolds is pallid. Produced by one Harriet Parsons--who gives her famous mother Louella a number of inane plugs. *1/2 from ****",negative
"So, Steve Irwin. You have to admire a man who is not only willing to throw himself into a river that clearly is filled with crocs, snakes, lizards, tons of poop from the aforementioned reptiles, and mud, not only daily, but with enthusiasm. He was never able to make ME want to do it, but he managed to make his wife come close.<br /><br />This movie does not fall into my parallel universe of film category - the films for people who just had their teeth drilled, have a migraine, or have no film experience and therefore like quiet mediocrity (currently well populated by Disney films). It's too noisy. Well, Steve is too noisy. He's just so happy all the time, and would cut right through the blasé' teenager (I can hear it now: ""that movie was so STUPID"") or the Tylenol with codeine. I'd say his enthusiasm is catching, but if it was, I would own a room full of snakes, and that hasn't happened yet. I agreed they're beauties, but I'm still not going to pet them.<br /><br />Plot was indeed predictable. Bad guys were so bad, for a minute there I thought I was shopping at a consumer electronic superstore. But the movie was filled with animals, and Steve and Terri, which is why I watched it. That plot (if you could call it that) was really more of a reason to throw yet another croc in a truck. My expectations were low and stayed that way.<br /><br />I was hoping, though, that there would be a bit of a sequel, where Steve and Terri (having worked on their acting skills) have a movie with a real plot and more animals with fur. I still can't believe we won't see Steve anymore. I hope that Terri and the children continue to be involved in the Australia Zoo and the discovery channel, at least. I can't imagine seeing a crocodile without having some member of the Irwin family telling me forcefully how wonderful that croc is. Crikey!",negative
"Well, not much really to say about this. But it is really good. Very good job from Softley directing and the movie have good cast of acting. Movies plot is also believable and... hehe good. So the good is main word in this case. I just hope there would be more this kind scifi movies. Thats why this one s pointed out in the crowd. I give it 8.5 of 10",positive
"As is nearly always the case, when Britain comes up with an entertaining and/or successful sit-com or quiz show, the Yanks will come along and poach the format and produce their own, grossly inferior, version. Man About The House is, of course, no exception to that rule. The Yanks' version ( Three's Company ) was unwatchable, braindead pap that seem to run forever. A prime example of quantity over ( non-existent ) quality. The original, on the other hand, is a fondly-remembered gem that had the savvy ( like Fawlty Towers ) to pull the plug at precisely the right time ( unlike the 637 episodes of 'hilarity' that Three's Company came up with ). Jo was cute, there was brilliant chemistry between the Ropers, Richard O'Sullivan made it all look so easy, the scripts, whilst not exactly Oscar Wilde-standard, were consistently funny and Chrissy was THE most drop-dead gorgeous woman who has walked the face of this planet since The Dead Sea was merely feeling unwell. 'Nuff said.",positive
"A surprisingly complex and well crafted study of ""The First"" serial killer in the USSR. Set in the days of perestroika this intense piece is brought to full life with the performances of Stephen Reah and Donald Sutherland.<br /><br />This examination of Cicatillo as a killer is well rounded and by hinting at some of his behaviors while out right showing others there is a subtlety that is compelling without being overtly graphic. Not for the weak of heart however as it's subject matter is often disturbing but necessary to it's full development of the main participants in this fact based story.<br /><br />HBO has furnished us with an excellent film in an unusual manner. Congrats to the director and editor of this great piece. It is in my Top 10 Must see list.",positive
"Thanks to the BBC for this show. I used to suffer from an inferiority complex, I hated leaving the house, talking to new people and I had an overwhelming sense that people hated me. However after watching one episode of 4 Non Blondes my fortunes started to change. After episode 2 I started applying for new jobs, wearing fashionable clothes and I actually felt talented. When the series had finished I was running the sales department at work, banging a plethora of women and frequently won the karaoke competition down my local. If you ever have a confidence crisis and don't know where to turn then take a trip down to Poundland and pick up the DVD it's only 99p.",negative
"I may be biased, I am the author of the novel The Hungry Bachelors Club, self-published in 1994. The screenplay was written by my good friend and hungry bachelor, Fred Dresch, who was the inspiration for the character Marlon in the film. I couldn't be more pleased with the trailer, I hope to see the film in its entirety and I will further comment. But Jorja Fox, who plays Delmar Youngblood, my character, is stellar. She carries the bulk of the emotional vehicles in fine form. I couldn't have done better myself! This looks like real people, hardly formula driven and thankfully drives my statement against racial prejudice home, gracefully and heartfelt.",positive
"This is a gently amusing coming-of-age comedy that comes from the later, more mature period of Neil Simon's writing. Although there are plenty of wisecracks to go around, this is not one of those Neil Simon pieces where every character spouts out one-liner jokes for 2 hours like they're guest stars on a Bob Hope special. There are also dramatic elements (some work, some are overkill) that lend some weight to the story.<br /><br />The performances are good across the board, especially Blythe Danner as the mother (although she and Judith Ivey were oddly WASP-ish choices to play Jewish women). I've never been a fan of Jonathan Silverman, but I will say that he hits the right notes as the obnoxious, gawky, and totally horned-up teen-age narrator/protagonist of the story.<br /><br />The movie is very similar in tone to Woody Allen's ""Radio Days,"" but the latter is far more imaginative and funny than this one.",positive
"i love this movie. is it on air anymore? what can i do to get it on air again because i miss this movie when does this movie air again? i love this movie so much. does anyone know how long it has been since it was last on Disney?it has been a very very long time and i am so sick of waiting!i want to see Susie Q again. i swear, they take all the good movies off air and play new stupid gay ones that are fake and retarded. i miss this movie, wish upon a star, Kazaam with Shaquille O'neil, and a bunch more. where did all the good movies go? i want them back.i miss all the good movies and they don't have them anymore. if anybody finds out if Susie Q or any good old Disney movie comes out will you please let me know, my email is girlygirl148@aol.com girlygirl(no blank space)148. thank you and i hope you want this movie back too. have a great day",positive
"When HULK hit theaters in 2003, it wasn't long before DVDs of the old Incredible Hulk TV show popped up in an attempt to cash in on the craze. We saw a similar occurrence a year prior when Spider-Man cartoons appeared on DVD to coincide with that hero's big screen debut. Companies leap at the opportunity to ride on the financial coattails of a hot brand.<br /><br />So the fact that this picture never surfaced on the shelves of Wal-Mart as its featured heroes clobbered the box office in the summer of 2005 says a lot. I guess everyone involved would just rather forget. To be fair, THE FANTASTIC FOUR is not as bad as everyone says. Let me rephrase that. It's not as unentertaining as all of its negative reviews might suggest.<br /><br />Veteran television actor Alex Hyde-White (no, you don't remember any of his roles) leads the way as Reed Richards, the brilliant scientist who, along with his crew, gains bizarre powers after an outer space mishap. He's left with the ability to stretch and contort his body to outrageous lengths. His future wife, Sue Storm (Rebecca Staab), can suddenly turn invisible, while her brother, Johnny (Jay Underwood), may now ignite himself at will. Then there's poor Ben Grimm (Michael Bailey Smith), the lovable lug whose body morphs into a mass of craggy, orange rock.<br /><br />Just as the friends are becoming accustomed to all of this, they are called upon to rescue the world from certain chaos. It seems Reed's old colleague Victor von Doom (Joseph Culp) is living up to his name, and that villainous Jeweler (Ian Trigger) isn't exactly helping old ladies cross the street, either. Can our heroes save the day? Of course they can; like any superhero movie, it's just a question of how and when.<br /><br />What's striking about THE FANTASTIC FOUR is how amateurish it is in virtually every aspect. The dialog is so lame and tired it sounds like it was written by a junior high drama class. The acting is so unpolished it makes a third-rate afternoon soap opera look like Shakespeare. The special effects are surprisingly good considering the minuscule budget, but there are still some positively embarrassing moments. When The Human Torch fully ignites his body, for instance, the entire movie briefly turns into a cartoon. I can just hear that production meeting. ""Oh, no one will notice. They'll be too intrigued by the action!"" I mean really, a cartoon? At least give me a mannequin on fire held up by a string! Prior to that, the scene in which the foursome come to on earth after their spaceship crashes is pure teens-in-the-backyard fare. The crew simply found a field and lit a vaguely-spaceship-like object on fire. That's the only remnant of such a major disaster?<br /><br />Of course there wasn't a whole lot to work with in the script. There is a fairly coherent story here, but it's all so simplified. When Reed and Ben decide to go into outer space, they simply drop by the Storms' house and ask if they'd care to join them. Is it really that easy? Don't these sort of things require, oh, I don't know, years of training and expertise? Not in the world of these writers, who seemed to be inspired by the underrated genius on display in FULL HOUSE reruns. But as bad as that may be, nothing can compare to how painfully clichéd Dr. Doom is. He was pulled right out of those awful superhero cartoons from the 1960s, right down to the evil laugh and slamming his clenched fist down on the table to punctuate his remarks. No comic book, least of all Fantastic Four, has ever featured a villain so obscenely one dimensional.<br /><br />Ultimately, THE FANTASTIC FOUR is saved from being a complete turkey because it's just so damn innocent. You can tell the people involved, as little talent or experience as they had, really tried. They didn't know the final result would be so embarrassing. They were under the impression that this was their big break, that people would flock to the theaters. It bears repeating that they had virtually no money to work with (and I'm sure half of that was eaten up by the cool Thing costume). All things considered, they did well, and for its many flaws, the finished product is a fair amount of fun for comic book fans.",negative
"It takes patience to get through David Lynch's eccentric, but-- for a change-- life-affirming chronicle of Alvin Straight's journey, but stick with it. Though it moves as slow as Straight's John Deere, when he meets the kind strangers along his pilgrimage we learn much about the isolation of aging, the painful regrets and secrets, and ultimately the power of family and reconciliation. Richard Farnsworth caps his career with the year's most genuine performance, sad and poetic, flinty and caring. And Sissy Spacek matches him as his ""slow"" daughter Rose who pines over her own private loss while caring for dad. Rarely has a modern film preached so positively about family.",positive
"After seeing Forever Hollywood, it would be natural to want to see a John Waters film. At least, one get to say that they have joined the legions of cinema cognoscenti who have experienced the unique cinematic stylings of perhaps the best known non-mainstream director. It's worth the effort, and PF is a lot better than Eraserhead,and there is a certain campiness about his films which his followers find addicting.",negative
"I liked SOLINO very much. It is a very heart-rending story of an italian family moving to Germany. And it's an story about brotherly love, hope and disappointment. And the film is never boring. Go and see SOLINO!",positive
"Sitting in a big wing chair with a huge book in his lap, the one and only Bela Lugosi looks into the camera and, in a dreadful vocal delivery that sounds as if he were mocking a reading of Shakespeare, intones sloooow-ly: ""Man's constant groping of things unknown, drawing from the endless reaches of time, brings to light many startling things; (snicker); startling?, because they seem new (Lugosi's eyes now bulging, with raised eyebrows, and mouth sneering, he continues) but most are not new, the signs of the ages"" (cue a visual of lightening, accompanied by the sound of thunder which then continues to rumble for an astonishing 86 seconds).<br /><br />And so begins what is arguably the worst film ever made. This ""movie"" almost defies description. Told in semi-docudrama style with an unseen narrator explaining the plot ... such as it is ... the story revolves around the vicissitudes of a man named Glen (Ed Wood, Jr.) who cross-dresses; hence the reference to Glenda. The film has no real structure. Instead, it consists mostly of a random assortment of vignettes that may ... or may not ... relate to Glen or to the cross-dressing motif. One long sequence consists of some unknown woman wriggling on a sofa, followed by a man whipping a woman in what we would today refer to as S&M.<br /><br />Then, at odd moments Bela reappears, for no apparent reason, and babbles more inane dialogue, like: ""When he's wrong because he does right, and when he's right because he does wrong; pull the string, dance to that."" Huh?<br /><br />About twenty percent of the film's visuals consist of stock footage, accompanied by a VO that relates to the story motif but not the visuals. Hence, we see stock footage of: bustling city streets, freeway traffic, a thunderous herd of buffalo, and a playground full of kids. But it gets worse. In a film about cross-dressing, we have 58 consecutive seconds of stock footage of a foundry furnace making hot steel, and 84 consecutive seconds of battle scenes from WWII.<br /><br />Even the simplest items are botched. In one scene we see a newspaper headline that reads ""Man Nabbed Dressed as Girl"". Underneath the headline, which has clearly been glued or pasted on, the article is about ... taxes. In one of my favorite scenes, an off-screen woman spouts out: ""airplanes, why it's against the creator's will"", in a voice that sounds like she's just inhaled helium.<br /><br />Except for the performance of Lyle Talbot, the acting is uniformly horrendous. Production design is cheap looking and drab; (but you gotta love that tacky wallpaper). The editing is sloppy. Most of the background music is suitable only for 1950 style elevators. The B&W cinematography has way too much contrast. And the costumes look like something that came from a thrift store.<br /><br />This film is so bad it makes ""Plan 9 From Outer Space"" look like ""Citizen Kane"", by comparison. I just don't know how one could make a film any worse than Ed Wood's ""Glen Or Glenda"". But thankfully, it's got Bela Lugosi in it. Every time he opened his mouth, and gazed into the camera with those big, bulging eyes, I about fell on the floor laughing.",negative
"During a sleepless night, I was switching through the channels & found this embarrassment of a movie. What were they thinking?<br /><br />If this is life after ""Remote Control"" for Kari (Wuhrer) Salin, no wonder she's gone nowhere.<br /><br />And why did David Keith take this role? It's pathetic!<br /><br />Anyway, I turned on the movie near the end, so I didn't get much of the plot. But this must've been the best part. This nerdy college kid brings home this dominatrix-ish girl...this scene is straight out of the comic books -- or the cheap porn movies. She calls the mother anal retentive and kisses the father ""Oh, I didn't expect tongue!"" Great lines!<br /><br />After this, I had to see how it ended..<br /><br />Well, of course, this bitch from hell has a helluva past, so the SWAT team is upstairs. And yes...they surround her! And YES YES! The kid blows her brains out!!!! AHAHHAHAHAHA!!<br /><br />This is must-see TV. <br /><br />",negative
"i watch this film with horror in my heart because my mother also was a crack head like Michelle. i've been wondering where Michelle is now. there has been times where i had to find my mother in places i was scared to be but more scared to leave her there! to see Michelle act like that made me wonder where she was sleeping all that time?? i watched in hopes the it was never that bad for my mom! and what i want to know is... where did Matt and Tracy ""tear that ass up""?! worst scene for me was watching Tracy shoot up in an old navy dressing room!!!! u never who try clothes on before you and it looks like all of them except Michelle has aids!!!! where are they know 2008? can we get an update??????????",positive
"The show had great episodes, this is not one of them. It's not a terrible episode, it's just hard to follow up ""The man that was death."", ""All through the house"", and ""Dig that cat, he's real gone.""<br /><br />This episode is about a couple that has just been married Peggy (Ammanda Plummer) and Charles (Stephen Shellen). In the first five minutes you find out that Charles only married Peggy for her money. The two go on their honeymoon and their car breaks down on a dirt road and they have to seek refuge in an old abandon mansion. Charles soon finds out a secret of Peggy's family...<br /><br />In my opinion you should watch this episode, but just don't expect the same feeling as the rest of the episodes in the first season.",negative
"This happens to be one of my favorite horror films. It's a rich, classy production boasting an excellent cast of ensemble actors, beautiful on-location cinematography, a haunting musical score, an intelligent and novel plot theme, and an atmosphere of dread and menace. It's reminiscent of such classic films as ROSEMARY'S BABY and THE SHINING, wherein young, vulnerable women find themselves victimized by supernatural forces in old, creepy buildings with a macabre past. Here, CRISTINA RAINES plays a top New York City fashion model named Alison Parker. Her happy, outgoing exterior masks a deeply conflicted and troubled soul. This is evidenced by the revelation that in her past, she attempted suicide twice- once as a teenage girl after walking in on her degenerate father cavorting in bed with two women and having him rip a silver crucifix from her neck and toss it on the floor, and the second time, after her married lawyer-boyfriend's wife supposedly committed suicide over learning of their affair. Telling her beau(played by a suitably slimy CHRIS SARANDON) that she needs to live on her own for a year or so, she answers a newspaper ad for a fully-furnished, spacious one-bedroom apartment in an old Brooklyn Heights brownstone. This building actually exists and is located at 10 Montague Terrace right by the Brooklyn Heights Promenade off Remsen Street. The producers actually filmed inside the building and its apartments, paying the residents for their inconvenience, of course. The real estate agent, a Miss Logan(AVA GARDNER), seems to be very interested in having Alison take the apartment- an interest that cannot be solely explained by the 6% commission she would earn. Especially when she quickly drops the rental price from $500.00 a month to $400.00. Alison agrees and upon leaving the building with Miss Logan, notices an elderly man sitting and apparently staring at her from the top-floor window. Miss Logan identifies the man to her as Father Halliran and tells Alison that he's blind. Alison's response is very logical- ""Blind? Then what does he look at?"" After moving in, Alison meets some of the other residents in the building, including a lesbian couple played by SYLVIA MILES and BEVERLY D'ANGELO, who provide Alison with an uncomfortable welcome to the building. Alison's mental health and physical well-being soon start to deteriorate and she is plagued by splitting headaches and fainting spells. When she relays her concerns to Miss Logan about her sleep being disturbed on a nightly basis by clanging metal and loud footsteps coming from the apartment directly over her, she is dumbstruck to learn that apart from the blind priest and now herself, no one has lived in that building for the last three years. Summoning the courage one night to confront her nocturnal tormentor, she arms herself with a butcher knife and a flashlight and enters the apartment upstairs. She is confronted by the cancer-riddled specter of her dead father and uses the knife on him in self-defense when he comes after her. The police investigate and find no sign of violence in that apartment- no corpse, no blood, nothing. Yet Alison fled the building and collapsed in the street, covered in blood- her own, as it turns out. But there's nary a mark on her. What Alison doesn't realize until the film's denouement is that her being in that brownstone has a purpose. She was put there for a reason- a reason whose origin dates back to the Biblical story of the Garden of Eden and of the angel Uriel who was posted at its entrance to guard it from the Devil. She is being unknowingly primed and prepped by the Catholic Church to assume a most important role- one that will guarantee that her soul, which is damned for her two suicide attempts, can be saved. At the same time, the ""invisible"" neighbors, who turn out to be more than just quirky oddballs, have a different agenda in mind for her. This is a competent and intelligently done film and one that surprisingly portrays the Church and its representatives in a mostly sympathetic light.",positive
"I haven't read a biography of Lincoln, so maybe this was an accurate portrayal......<br /><br />And maybe it's because I'm used to the equally alienating and unrealistic worshiping portrayals that unnaturally deify Lincoln as brilliant, honorable, and the savior of our country......<br /><br />But why would they make a movie representing Lincoln as a buffoon? While Henry Fonda made an excellent Lincoln, his portrayal of him as an ""aw shucks, I'm just a simple guy"" seemed a little insulting.<br /><br />[Granted, that was Bushie Jr.'s whole campaign, to make us think he was ""just a regular guy"" so we wouldn't care that he's a rich & privileged moron -- but that's a whole other story.]<br /><br />Not only did the film show Lincoln as sort of a simple (almost simple-minded) kind of guy , the film states that Lincoln just sort of got into law by accident, and that he wasn't even that interested in the law - only with the falsely simplistic idea of the law being about rights & wrongs. In the film he's not a very good defense attorney (he lounges around with his feet on the table and makes fun of the witnesses), and the outcome is mostly determined by chance/luck.<br /><br />Furthermore, partly because this was financed by Republicans (in reaction to some play sponsored by Democrats that had come out) and partly because it was just the sentiment of the times, the film is unfortunately religious, racist and conservative.<br /><br />Don't waste your time on this film!",negative
"I think One True Thing is one of Meryl Streeps finest movies to date. Her depiction of a dying woman is perfect. I have recently lived this movie, and it touched me on more levels than I could have imagined. Meryl is truely the greatest actress to have ever walked the earth!!!!!",positive
"Yes, this movie was just hilarious and the acting was top notch from the whole cast. Except Shelley Winters German accent wasn't that great but then that doesn't matter as she is hardly in the film. So if you're a fan of hers beware! The two main stars of this film are Laurence Harvey and Julie Harris. Now before this film, I'd only see Miss Harris in East of Eden with James Dean and I own an audio tape of The Glass Menagerie that she did on stage with Monty Clift and Jessica Tandy, so I wasn't sure how she'd be in this role and BOY, did she impress me. How hammy was she? I love ham! ;-) Mr. Harvey, he tickled my fancy! I am now a full time Laurence Harvey fan! That hair!!! *cackles* OMG! It's almost like Burt Lancasters, that crazy messy look, it doesn't get better than that. He is young and so innocent in this film. SEE IT NOW! It's definitely in my top ten! :) I am SO glad I found a copy that is all mine! Unfortunately this movie is out of print and very hard to find on video. :(<br /><br />Btw, watch out for the hospital hotel room scene!!!!! It's one of the best parts! Or when Mr. Harvey has convinced himself he's ill and he's trying to get his knee to kick, you know how Doctors do with that little rubber hammer ;-) Well he does it himself and his leg kicks and it kicks the table *squeals* Check out the look on his face, so innocent!!!! I can't describe it but to all those people who say he couldn't act very well and other cockamamie comments, see this film and you will see what a GREAT actor he really was. You'll be bowled over! If you aren't, then I'm afraid there is nothing I can do for you, you're hopeless. ;-)",positive
